id,Disease,Year,Summed_Cost,Weighted_Prevalence
18,Allergies,2012,20033016.69,0.114658829
18,Asthma,2011,22655684.98,0.101164487
18,Asthma,2012,23614374.2,0.099440005
18,Autism,2011,2792542.714,0.006090129
18,Autism,2012,2988392.8,0.006944266
18,BiPolar,2011,4774470.395,0.008594523
18,BiPolar,2012,4058521.784,0.007832945
18,Chronic Mental Health,2011,4043701.57,0.009980307
18,Chronic Mental Health,2012,4311341.251,0.011585016
18,Chronic Stress,2011,3659353.124,0.008251356
18,Chronic Stress,2012,3929955.11,0.009309845
18,Conduct and Behavior,2011,15592717.68,0.050549902
18,Conduct and Behavior,2012,17000183.16,0.052419717
18,Conjunctivitis and Eye Diagnoses,2011,0,0
18,Conjunctivitis and Eye Diagnoses,2012,0,0
18,Dental Diagnoses,2011,4982666.592,0.019118821
18,Dental Diagnoses,2012,5675883.057,0.019991553
18,Depression,2011,11721221.57,0.0294633
18,Depression,2012,11967458.32,0.030516062
18,Depressive and Other Psychoses,2011,8145310.421,0.02252571
18,Depressive and Other Psychoses,2012,8257616.38,0.022477203
18,Developmental Language Disorder,2011,3393252.414,0.012846685
18,Developmental Language Disorder,2012,4144559.722,0.01498871
18,Developmental Speech and Learning,2011,6774228.751,0.031241507
18,Developmental Speech and Learning,2012,7217546.992,0.02994922
18,Diabetes2,2011,1696182.394,0.004531289
18,Diabetes2,2012,1820436.826,0.004538118
18,Epilepsy and Epilepsy Complex,2011,1560955.553,0.003096473
18,Epilepsy and Epilepsy Complex,2012,1496080.225,0.002869936
18,Major Mental Health,2011,44197225.58,0.065343364
18,Major Mental Health,2012,46739721.76,0.06727658
18,Psoriasis,2011,988522.0583,0.004653822
18,Psoriasis,2012,1077468.746,0.004673845
18,Schizophrenia,2011,9303049.562,0.01985926
18,Schizophrenia,2012,9204690.235,0.019437408
18,Social Problems,2011,3747045.731,0.014543403
18,Social Problems,2012,2866780.416,0.010483341
18,Upper Respiratory Infectons,2011,60196659.34,0.332120804
18,Upper Respiratory Infectons,2012,58898025.67,0.310311079
19,Acute Bronchitis and Bronchiolitis,2011,9333625.836,0.121412637
19,Acute Bronchitis and Bronchiolitis,2012,9450373.356,0.114684955
19,Acute Respiratory Diagnoses - Moderate,2011,4637780.231,0.026210089
19,Acute Respiratory Diagnoses - Moderate,2012,4754675.693,0.025595753
19,Acute Skin Diagnoses,2011,9063152.208,0.100097573
19,Acute Skin Diagnoses,2012,9846127.685,0.101404999
19,Acute Stress and Anxiety,2011,5344299.146,0.031606036
19,Acute Stress and Anxiety,2012,5826881.527,0.034006849
19,ADHD,2011,22940715.54,0.117803346
19,ADHD,2012,24164454.45,0.120781839
19,Allergies,2011,7788438.853,0.093398427
19,Allergies,2012,8375787.773,0.09303273
19,Asthma,2011,10312955.66,0.079006967
19,Asthma,2012,10947795.95,0.078522501
19,Autism,2011,4647650.524,0.005893644
19,Autism,2012,5415235.507,0.006739268
19,BiPolar,2011,1900400.323,0.006649138
19,BiPolar,2012,1475926.7,0.005896902
19,Chronic Mental Health,2011,1956778.142,0.010495095
19,Chronic Mental Health,2012,2010636.104,0.011393371
19,Chronic Stress,2011,2603919.692,0.011170817
19,Chronic Stress,2012,2713605.718,0.012827637
19,Conduct and Behavior,2011,11025834.01,0.068635577
19,Conduct and Behavior,2012,9678782.291,0.06693101
19,Conjunctivitis and Eye Diagnoses,2011,0,0
19,Conjunctivitis and Eye Diagnoses,2012,0,0
19,Dental Diagnoses,2011,4090355.754,0.036164563
19,Dental Diagnoses,2012,4719478.574,0.042790083
19,Depression,2011,8595594.185,0.040706766
19,Depression,2012,8154520.031,0.042863516
19,Depressive and Other Psychoses,2011,4295916.391,0.022881856
19,Depressive and Other Psychoses,2012,4093177.405,0.02590136
19,Developmental Language Disorder,2011,3473010.245,0.007969878
19,Developmental Language Disorder,2012,3585617.15,0.00880728
19,Developmental Speech and Learning,2011,1845583.904,0.008861869
19,Developmental Speech and Learning,2012,2266496.94,0.009800809
19,Diabetes2,2011,831598.601,0.003397345
19,Diabetes2,2012,904140.0571,0.003527999
19,Epilepsy and Epilepsy Complex,2011,1348539.371,0.002568606
19,Epilepsy and Epilepsy Complex,2012,1426392.287,0.002526093
19,Major Mental Health,2011,28279998.75,0.078117018
19,Major Mental Health,2012,25705133.06,0.079157102
19,Psoriasis,2011,480176.3594,0.003210795
19,Psoriasis,2012,529730.6591,0.003132207
19,Schizophrenia,2011,6223688.37,0.022141944
19,Schizophrenia,2012,5859163.833,0.022508077
19,Social Problems,2011,827514.8437,0.008490031
19,Social Problems,2012,976924.0792,0.00930477
19,Upper Respiratory Infectons,2011,31964110.72,0.377048389
19,Upper Respiratory Infectons,2012,32718350.08,0.350945567
20,Acute Bronchitis and Bronchiolitis,2011,8475998.605,0.118962893
20,Acute Respiratory Diagnoses - Moderate,2011,4285466.376,0.043707301
20,Acute Skin Diagnoses,2011,8328483.767,0.090291843
20,Acute Stress and Anxiety,2011,2317424.857,0.021945429
20,ADHD,2011,11992133.87,0.092783794
20,Allergies,2011,8136022.939,0.118054176
20,Asthma,2011,8445994.294,0.09328408
20,Autism,2011,1065265.245,0.005145985
20,BiPolar,2011,1731410.254,0.009768563
20,Chronic Mental Health,2011,1443723.682,0.012219352
20,Chronic Stress,2011,1368289.948,0.010619024
20,Conduct and Behavior,2011,6164005.569,0.057052958
20,Conjunctivitis and Eye Diagnoses,2011,0,0
20,Dental Diagnoses,2011,3162731.5,0.029666042
20,Depression,2011,4336059.208,0.032715953
20,Depressive and Other Psychoses,2011,3786482.093,0.027135069
20,Developmental Language Disorder,2011,340088.7315,0.003591417
20,Developmental Speech and Learning,2011,652689.7143,0.007587003
20,Diabetes2,2011,628524.6435,0.006732761
20,Epilepsy and Epilepsy Complex,2011,535855.306,0.003040261
20,Major Mental Health,2011,19200427.27,0.076427573
20,Psoriasis,2011,424469.4065,0.004770153
20,Schizophrenia,2011,3753550.698,0.025192071
20,Social Problems,2011,2638597.138,0.030336803
20,Upper Respiratory Infectons,2011,28143141.25,0.332407102
21,Acute Bronchitis and Bronchiolitis,2011,20327618.84,0.159718622
21,Acute Bronchitis and Bronchiolitis,2012,19487851.37,0.146902775
21,Acute Respiratory Diagnoses - Moderate,2011,10556701.07,0.058028895
21,Acute Respiratory Diagnoses - Moderate,2012,8453481.003,0.055779109
21,Acute Skin Diagnoses,2011,26686452.76,0.150508357
21,Acute Skin Diagnoses,2012,25816434.53,0.133959657
21,Acute Stress and Anxiety,2011,9276633.468,0.050836153
21,Acute Stress and Anxiety,2012,6964271.878,0.031455467
21,ADHD,2011,37381910.63,0.116384265
21,ADHD,2012,34776630.08,0.117251161
21,Allergies,2011,36641780,0.229024053
21,Allergies,2012,35211689.26,0.212695189
21,Asthma,2011,25464572.45,0.13370735
21,Asthma,2012,21894116.27,0.126235645
21,Autism,2011,5581118.804,0.006582785
21,Autism,2012,7663819.045,0.007648027
21,BiPolar,2011,6065935.779,0.010694097
21,BiPolar,2012,3689078.548,0.008634249
21,Chronic Mental Health,2011,4046363.388,0.008443449
21,Chronic Mental Health,2012,2914968.292,0.007765459
21,Chronic Stress,2011,2135905.751,0.007519458
21,Chronic Stress,2012,1806535.616,0.006933545
21,Conduct and Behavior,2011,27969164.68,0.065297899
21,Conduct and Behavior,2012,25132762.71,0.064558491
21,Conjunctivitis and Eye Diagnoses,2011,0,0
21,Conjunctivitis and Eye Diagnoses,2012,0,0
21,Dental Diagnoses,2011,14417294.84,0.09227697
21,Dental Diagnoses,2012,7614254.818,0.044107733
21,Depression,2011,12726939.33,0.030338586
21,Depression,2012,10319579.18,0.03037525
21,Depressive and Other Psychoses,2011,12579182.3,0.02498575
21,Depressive and Other Psychoses,2012,10231044.22,0.026804572
21,Developmental Language Disorder,2011,10006278.58,0.030021929
21,Developmental Language Disorder,2012,11525709.07,0.028152774
21,Developmental Speech and Learning,2011,8932421.91,0.040927657
21,Developmental Speech and Learning,2012,11946120.89,0.047943566
21,Diabetes2,2011,2108212.857,0.006792427
21,Diabetes2,2012,1410892.905,0.006207515
21,Epilepsy and Epilepsy Complex,2011,1037198.107,0.003314584
21,Epilepsy and Epilepsy Complex,2012,773226.7391,0.003118246
21,Major Mental Health,2011,43857641.33,0.05983569
21,Major Mental Health,2012,35382289.15,0.063111094
21,Psoriasis,2011,1677305.213,0.008834075
21,Psoriasis,2012,1181118.585,0.006243801
21,Schizophrenia,2011,9881008.271,0.021428908
21,Schizophrenia,2012,8179889.079,0.023566946
21,Social Problems,2011,7543320.424,0.027253574
21,Social Problems,2012,7096022.974,0.026413811
21,Upper Respiratory Infectons,2011,79570496.16,0.489745278
21,Upper Respiratory Infectons,2012,82431557.07,0.442309794
22,Acute Bronchitis and Bronchiolitis,2011,28842688.39,0.107367637
22,Acute Bronchitis and Bronchiolitis,2012,21273253.46,0.107766507
22,Acute Respiratory Diagnoses - Moderate,2011,16420146.33,0.045051184
22,Acute Respiratory Diagnoses - Moderate,2012,12281634.72,0.044604115
22,Acute Skin Diagnoses,2011,34070456.29,0.13013309
22,Acute Skin Diagnoses,2012,25525431.98,0.122485506
22,Acute Stress and Anxiety,2011,5098957.883,0.014753212
22,Acute Stress and Anxiety,2012,3973007.491,0.01711072
22,ADHD,2011,52637891.17,0.117035487
22,ADHD,2012,34892018.33,0.128404122
22,Allergies,2011,58272645.97,0.207256068
22,Allergies,2012,41945745.62,0.203097755
22,Asthma,2011,46320530.32,0.120316261
22,Asthma,2012,29255520.35,0.111885282
22,Autism,2011,3148535.255,0.004654072
22,Autism,2012,3445904.205,0.005059192
22,BiPolar,2011,3548783.234,0.006493621
22,BiPolar,2012,1928500.062,0.006535218
22,Chronic Mental Health,2011,678239.1641,0.001670731
22,Chronic Mental Health,2012,602503.675,0.002455713
22,Chronic Stress,2011,2013459.773,0.003543347
22,Chronic Stress,2012,1587438.392,0.003941037
22,Conduct and Behavior,2011,11465218.48,0.030148748
22,Conduct and Behavior,2012,7518579.36,0.034592928
22,Conjunctivitis and Eye Diagnoses,2011,321.75,0
22,Conjunctivitis and Eye Diagnoses,2012,0,0
22,Dental Diagnoses,2011,9173505.698,0.031185739
22,Dental Diagnoses,2012,6543856.478,0.026722379
22,Depression,2011,8971055.143,0.018176834
22,Depression,2012,5786699.311,0.020682722
22,Depressive and Other Psychoses,2011,5450549.765,0.01130269
22,Depressive and Other Psychoses,2012,3323819.849,0.01390426
22,Developmental Language Disorder,2011,5070574.672,0.017573286
22,Developmental Language Disorder,2012,3678318.511,0.013236316
22,Developmental Speech and Learning,2011,17021539.9,0.055293335
22,Developmental Speech and Learning,2012,15529027.21,0.055270056
22,Diabetes2,2011,2943723.463,0.004236872
22,Diabetes2,2012,1800874.995,0.004053143
22,Epilepsy and Epilepsy Complex,2011,2596675.777,0.003395204
22,Epilepsy and Epilepsy Complex,2012,1728538.013,0.002805604
22,Major Mental Health,2011,29185339.16,0.033979146
22,Major Mental Health,2012,21055013.57,0.04099084
22,Psoriasis,2011,5433136.281,0.017196402
22,Psoriasis,2012,3456951.352,0.014835632
22,Schizophrenia,2011,7337392.65,0.015669258
22,Schizophrenia,2012,5081705.372,0.016659497
22,Social Problems,2011,2721379.501,0.008014082
22,Social Problems,2012,2117200.325,0.010251967
22,Upper Respiratory Infectons,2011,108501174.9,0.429348794
22,Upper Respiratory Infectons,2012,79671350.71,0.395131311
23,Acute Bronchitis and Bronchiolitis,2011,2574657.745,0.057233281
23,Acute Bronchitis and Bronchiolitis,2012,2353846.729,0.062179397
23,Acute Respiratory Diagnoses - Moderate,2011,2225040.774,0.032458959
23,Acute Respiratory Diagnoses - Moderate,2012,1902564.33,0.035106261
23,Acute Skin Diagnoses,2011,4384549.966,0.077603249
23,Acute Skin Diagnoses,2012,4145371.954,0.090870259
23,Acute Stress and Anxiety,2011,6750387.253,0.058898055
23,Acute Stress and Anxiety,2012,6811763.131,0.069783361
23,ADHD,2011,19663318.22,0.1236615
23,ADHD,2012,14921323.72,0.130499123
23,Allergies,2011,4030098.583,0.071227909
23,Allergies,2012,3450026.688,0.077531976
23,Asthma,2011,8990337.485,0.098155652
23,Asthma,2012,5719798.251,0.096811769
23,Autism,2011,6413825.951,0.017817448
23,Autism,2012,6623001.64,0.020680784
23,BiPolar,2011,1799261.067,0.008421808
23,BiPolar,2012,1372824.999,0.007295404
23,Chronic Mental Health,2011,4203345.521,0.025988031
23,Chronic Mental Health,2012,4336685.241,0.027780433
23,Chronic Stress,2011,3548034.697,0.028061769
23,Chronic Stress,2012,3644076.751,0.034053057
23,Conduct and Behavior,2011,7843319.701,0.050961575
23,Conduct and Behavior,2012,7357598.252,0.055092213
23,Conjunctivitis and Eye Diagnoses,2011,0,0
23,Conjunctivitis and Eye Diagnoses,2012,0,0
23,Dental Diagnoses,2011,3734157.975,0.087870472
23,Dental Diagnoses,2012,3937941.608,0.102090266
23,Depression,2011,8616425.127,0.056183255
23,Depression,2012,7623765.991,0.059148733
23,Depressive and Other Psychoses,2011,6849232.606,0.042901089
23,Depressive and Other Psychoses,2012,6163998.592,0.04460052
23,Developmental Language Disorder,2011,3084791.108,0.027914703
23,Developmental Language Disorder,2012,3498893.723,0.031837914
23,Developmental Speech and Learning,2011,2419669.717,0.024944051
23,Developmental Speech and Learning,2012,2401758.203,0.028486274
23,Diabetes2,2011,1291561.443,0.006026873
23,Diabetes2,2012,860200.9637,0.005644636
23,Epilepsy and Epilepsy Complex,2011,425385.9354,0.002321895
23,Epilepsy and Epilepsy Complex,2012,409262.399,0.002826997
23,Major Mental Health,2011,24598702.79,0.079041275
23,Major Mental Health,2012,22950765.62,0.083298947
23,Psoriasis,2011,279063.4281,0.003448421
23,Psoriasis,2012,193600.9034,0.004157377
23,Schizophrenia,2011,4505424.33,0.019438525
23,Schizophrenia,2012,3896582.028,0.017452019
23,Social Problems,2011,7081879.997,0.048636565
23,Social Problems,2012,3629508.038,0.026635749
23,Upper Respiratory Infectons,2011,11049424.01,0.239096846
23,Upper Respiratory Infectons,2012,10168498.53,0.259897235
24,Acute Bronchitis and Bronchiolitis,2011,13130392.52,0.081214473
24,Acute Bronchitis and Bronchiolitis,2012,13317066.35,0.079274628
24,Acute Respiratory Diagnoses - Moderate,2011,12941319.54,0.052004883
24,Acute Respiratory Diagnoses - Moderate,2012,13455221.21,0.052527266
24,Acute Skin Diagnoses,2011,25836304.8,0.124791288
24,Acute Skin Diagnoses,2012,27077634.65,0.123857432
24,Acute Stress and Anxiety,2011,5944271.971,0.015445452
24,Acute Stress and Anxiety,2012,7009820.352,0.01692187
24,ADHD,2011,36422523.63,0.091285892
24,ADHD,2012,41253805.15,0.093316497
24,Allergies,2011,24696798.64,0.139898537
24,Allergies,2012,26871584,0.1452376
24,Asthma,2011,30469604.53,0.134200267
24,Asthma,2012,32117587.94,0.135998451
24,Autism,2011,6784710.695,0.00488642
24,Autism,2012,6472077.942,0.005040942
24,BiPolar,2011,4197550.034,0.008650326
24,BiPolar,2012,6138551.451,0.007854472
24,Chronic Mental Health,2011,1660835.655,0.003748507
24,Chronic Mental Health,2012,2013390.334,0.003940549
24,Chronic Stress,2011,2904175.872,0.005613051
24,Chronic Stress,2012,3382227.532,0.006746408
24,Conduct and Behavior,2011,12367883.42,0.034553198
24,Conduct and Behavior,2012,13896947.6,0.036222718
24,Conjunctivitis and Eye Diagnoses,2011,0,0
24,Conjunctivitis and Eye Diagnoses,2012,0,0
24,Dental Diagnoses,2011,5854224.861,0.023855906
24,Dental Diagnoses,2012,6228521.876,0.023791083
24,Depression,2011,10989412.32,0.023648952
24,Depression,2012,13612403.93,0.02382344
24,Depressive and Other Psychoses,2011,10079943.52,0.022571874
24,Depressive and Other Psychoses,2012,13755325.98,0.023430425
24,Developmental Language Disorder,2011,6897916.169,0.027754402
24,Developmental Language Disorder,2012,7279094.361,0.026715707
24,Developmental Speech and Learning,2011,34452716.93,0.081096858
24,Developmental Speech and Learning,2012,38128790.6,0.08843182
24,Diabetes2,2011,973788.9046,0.003621547
24,Diabetes2,2012,1226358.344,0.003420083
24,Epilepsy and Epilepsy Complex,2011,1353491.552,0.002231465
24,Epilepsy and Epilepsy Complex,2012,1323037.178,0.002039526
24,Major Mental Health,2011,39245018.18,0.04679336
24,Major Mental Health,2012,47148842.73,0.046995219
24,Psoriasis,2011,731848.6548,0.00338427
24,Psoriasis,2012,849258.8149,0.003926727
24,Schizophrenia,2011,7412296.969,0.01527195
24,Schizophrenia,2012,9765289.742,0.013782858
24,Social Problems,2011,6733744.709,0.011513986
24,Social Problems,2012,8121574.807,0.014678463
24,Upper Respiratory Infectons,2011,63989802.5,0.343120236
24,Upper Respiratory Infectons,2012,65485916.23,0.33674459
25,Acute Bronchitis and Bronchiolitis,2011,10160503.91,0.033927413
25,Acute Bronchitis and Bronchiolitis,2012,11928204.94,0.046035702
25,Acute Respiratory Diagnoses - Moderate,2011,20070102.83,0.048899517
25,Acute Respiratory Diagnoses - Moderate,2012,17088008.32,0.051428419
25,Acute Skin Diagnoses,2011,23547321.89,0.066658682
25,Acute Skin Diagnoses,2012,35573871.08,0.107871773
25,Acute Stress and Anxiety,2011,7600482.179,0.021211343
25,Acute Stress and Anxiety,2012,9943012.138,0.034056998
25,ADHD,2011,27139747.78,0.074371818
25,ADHD,2012,32340356.21,0.096700808
25,Allergies,2011,16138520.49,0.051448146
25,Allergies,2012,23574005.23,0.081423772
25,Asthma,2011,30690798.86,0.082070501
25,Asthma,2012,37541962.91,0.113138133
25,Autism,2011,5844076.446,0.008949361
25,Autism,2012,6934529.576,0.011150095
25,BiPolar,2011,2933698.713,0.008916079
25,BiPolar,2012,3483433.8,0.009836976
25,Chronic Mental Health,2011,4169781.582,0.016131023
25,Chronic Mental Health,2012,6031298.773,0.023268877
25,Chronic Stress,2011,2017328.399,0.005623133
25,Chronic Stress,2012,4388362.002,0.015278496
25,Conduct and Behavior,2011,9988827.885,0.032507021
25,Conduct and Behavior,2012,13241380.97,0.05023154
25,Conjunctivitis and Eye Diagnoses,2011,0,0
25,Conjunctivitis and Eye Diagnoses,2012,0,0
25,Dental Diagnoses,2011,7825184.658,0.016024248
25,Dental Diagnoses,2012,8607165.9,0.022680887
25,Depression,2011,8069339.034,0.024681904
25,Depression,2012,11445510.25,0.036981714
25,Depressive and Other Psychoses,2011,7018891.781,0.023231856
25,Depressive and Other Psychoses,2012,9191808.953,0.033013119
25,Developmental Language Disorder,2011,3895536.013,0.009510927
25,Developmental Language Disorder,2012,4880586.219,0.014461718
25,Developmental Speech and Learning,2011,6995572.358,0.01726167
25,Developmental Speech and Learning,2012,7257201.069,0.021835452
25,Diabetes2,2011,1643528.06,0.003408205
25,Diabetes2,2012,1666409.275,0.003793911
25,Epilepsy and Epilepsy Complex,2011,1512019.065,0.002206659
25,Epilepsy and Epilepsy Complex,2012,2089679.402,0.002871047
25,Major Mental Health,2011,31840298.71,0.054279518
25,Major Mental Health,2012,40180662.55,0.073841719
25,Psoriasis,2011,1078823.725,0.002933705
25,Psoriasis,2012,1441433.964,0.004886894
25,Schizophrenia,2011,3923416.874,0.011861093
25,Schizophrenia,2012,5161005.18,0.013022102
25,Social Problems,2011,1979463.486,0.006744454
25,Social Problems,2012,2913298.584,0.010644847
25,Upper Respiratory Infectons,2011,72222632.87,0.20594721
25,Upper Respiratory Infectons,2012,91971944.77,0.295410255
26,Acute Bronchitis and Bronchiolitis,2011,33310900.24,0.094864535
26,Acute Bronchitis and Bronchiolitis,2012,28750908.75,0.088405232
26,Acute Respiratory Diagnoses - Moderate,2011,18410661.99,0.04239594
26,Acute Respiratory Diagnoses - Moderate,2012,17691349.59,0.042748209
26,Acute Skin Diagnoses,2011,47352659.53,0.114041815
26,Acute Skin Diagnoses,2012,45453405.77,0.117237326
26,Acute Stress and Anxiety,2011,7964439.092,0.018714089
26,Acute Stress and Anxiety,2012,7893135.645,0.020698896
26,ADHD,2011,57344689.51,0.087549606
26,ADHD,2012,56942996.31,0.090545979
26,Allergies,2011,40836149.75,0.120318588
26,Allergies,2012,38235049.39,0.121886647
26,Asthma,2011,40918351.99,0.104983778
26,Asthma,2012,39960119.91,0.107901825
26,Autism,2011,16391946.42,0.007631525
26,Autism,2012,14915431.25,0.008511648
26,BiPolar,2011,5451901.102,0.01029955
26,BiPolar,2012,4756395.927,0.009262627
26,Chronic Mental Health,2011,2113258.663,0.006606513
26,Chronic Mental Health,2012,2382065.75,0.007614328
26,Chronic Stress,2011,2759290.335,0.00625603
26,Chronic Stress,2012,2823461.566,0.007406807
26,Conduct and Behavior,2011,14793988.58,0.029658907
26,Conduct and Behavior,2012,14191269.23,0.03153945
26,Conjunctivitis and Eye Diagnoses,2011,0,0
26,Conjunctivitis and Eye Diagnoses,2012,0,0
26,Dental Diagnoses,2011,9511472.287,0.020533083
26,Dental Diagnoses,2012,18093932.92,0.042014899
26,Depression,2011,12753528.14,0.025848339
26,Depression,2012,12457403.51,0.02718856
26,Depressive and Other Psychoses,2011,9801723.101,0.021728466
26,Depressive and Other Psychoses,2012,10226730.13,0.023022153
26,Developmental Language Disorder,2011,37951957.02,0.024618871
26,Developmental Language Disorder,2012,28182020.6,0.025032057
26,Developmental Speech and Learning,2011,32076405.74,0.024020394
26,Developmental Speech and Learning,2012,22802934.05,0.022110563
26,Diabetes2,2011,3872422.336,0.007002528
26,Diabetes2,2012,3617076.815,0.006342862
26,Epilepsy and Epilepsy Complex,2011,2438650.855,0.002693381
26,Epilepsy and Epilepsy Complex,2012,2254989.374,0.002643129
26,Major Mental Health,2011,44652734.1,0.042638177
26,Major Mental Health,2012,45474596.32,0.046121968
26,Psoriasis,2011,1332458.704,0.003293079
26,Psoriasis,2012,1299816.44,0.002946714
26,Schizophrenia,2011,12802088.86,0.018232335
26,Schizophrenia,2012,11292210.52,0.017842607
26,Social Problems,2011,1973642.538,0.006633097
26,Social Problems,2012,2410742.096,0.008078514
26,Upper Respiratory Infectons,2011,127791407.2,0.325804445
26,Upper Respiratory Infectons,2012,113380544.8,0.309259227
27,Acute Bronchitis and Bronchiolitis,2011,15003312.77,0.074218224
27,Acute Bronchitis and Bronchiolitis,2012,12967489.71,0.068966344
27,Acute Respiratory Diagnoses - Moderate,2011,10238212.81,0.038840143
27,Acute Respiratory Diagnoses - Moderate,2012,9845403.779,0.038427223
27,Acute Skin Diagnoses,2011,28417908.47,0.105608684
27,Acute Skin Diagnoses,2012,26620949.32,0.107819673
27,Acute Stress and Anxiety,2011,11759615.7,0.041189048
27,Acute Stress and Anxiety,2012,12104472.78,0.04567487
27,ADHD,2011,30479205.7,0.091325886
27,ADHD,2012,29601448.84,0.094405609
27,Allergies,2011,15910142.72,0.071454841
27,Allergies,2012,15158651.49,0.076978653
27,Asthma,2011,23539978.05,0.089313998
27,Asthma,2012,21322719.03,0.08975225
27,Autism,2011,16719479.26,0.01213789
27,Autism,2012,17282389.95,0.013060966
27,BiPolar,2011,2381849.631,0.00487381
27,BiPolar,2012,2246754.843,0.004422662
27,Chronic Mental Health,2011,4867108.858,0.013076887
27,Chronic Mental Health,2012,4973071.244,0.014730161
27,Chronic Stress,2011,5802721.623,0.017016031
27,Chronic Stress,2012,6283215.978,0.022440275
27,Conduct and Behavior,2011,14100526.98,0.046627604
27,Conduct and Behavior,2012,14155273.52,0.04828897
27,Conjunctivitis and Eye Diagnoses,2011,0,0
27,Conjunctivitis and Eye Diagnoses,2012,0,0
27,Dental Diagnoses,2011,8682193.995,0.029598996
27,Dental Diagnoses,2012,9180517.665,0.032593746
27,Depression,2011,12778748.61,0.04065258
27,Depression,2012,13070486.94,0.042080081
27,Depressive and Other Psychoses,2011,7128938.394,0.025098152
27,Depressive and Other Psychoses,2012,7665878.747,0.026529649
27,Developmental Language Disorder,2011,5084843.526,0.009962876
27,Developmental Language Disorder,2012,5613881.907,0.010598015
27,Developmental Speech and Learning,2011,4939288.988,0.013948737
27,Developmental Speech and Learning,2012,5235761.115,0.015457877
27,Diabetes2,2011,1474580.611,0.003986029
27,Diabetes2,2012,1625446.299,0.004233707
27,Epilepsy and Epilepsy Complex,2011,2096436.43,0.002961629
27,Epilepsy and Epilepsy Complex,2012,2070508.051,0.0028076
27,Major Mental Health,2011,35337753.07,0.055910052
27,Major Mental Health,2012,36425916.5,0.059003573
27,Psoriasis,2011,1371160.083,0.00464416
27,Psoriasis,2012,1138785.506,0.004221292
27,Schizophrenia,2011,5611113.89,0.011297217
27,Schizophrenia,2012,5846658.134,0.010716967
27,Social Problems,2011,4028986.823,0.014427424
27,Social Problems,2012,4010653.242,0.016355802
27,Upper Respiratory Infectons,2011,94553569.03,0.353840709
27,Upper Respiratory Infectons,2012,77778224.82,0.32818396
28,Acute Bronchitis and Bronchiolitis,2011,16086921.18,0.152842351
28,Acute Bronchitis and Bronchiolitis,2012,17808444.79,0.164372758
28,Acute Respiratory Diagnoses - Moderate,2011,8941697.651,0.045564712
28,Acute Respiratory Diagnoses - Moderate,2012,9353998.389,0.0468043
28,Acute Skin Diagnoses,2011,14544822.81,0.128263014
28,Acute Skin Diagnoses,2012,15669675.27,0.13048423
28,Acute Stress and Anxiety,2011,3363203.523,0.025206709
28,Acute Stress and Anxiety,2012,4204549.343,0.024981496
28,ADHD,2011,23156364.56,0.098330463
28,ADHD,2012,27334876.27,0.107446458
28,Allergies,2011,24181464.48,0.218422057
28,Allergies,2012,25884830.32,0.22650639
28,Asthma,2011,17696868.9,0.119859996
28,Asthma,2012,18862671.31,0.125844929
28,Autism,2011,1046860.246,0.003726805
28,Autism,2012,1409689.645,0.004283392
28,BiPolar,2011,1815407.121,0.005384816
28,BiPolar,2012,3575738.33,0.005448609
28,Chronic Mental Health,2011,1059292.134,0.003086754
28,Chronic Mental Health,2012,1519295.442,0.003184347
28,Chronic Stress,2011,659458.866,0.003484586
28,Chronic Stress,2012,914706.7116,0.003407811
28,Conduct and Behavior,2011,12236952.28,0.053407695
28,Conduct and Behavior,2012,15920193.31,0.055174633
28,Conjunctivitis and Eye Diagnoses,2011,0,0
28,Conjunctivitis and Eye Diagnoses,2012,0,0
28,Dental Diagnoses,2011,10623878.78,0.049076207
28,Dental Diagnoses,2012,11253373.48,0.055009932
28,Depression,2011,4076426.74,0.016227088
28,Depression,2012,6162144.139,0.01669157
28,Depressive and Other Psychoses,2011,4748267.466,0.018303073
28,Depressive and Other Psychoses,2012,8625525.464,0.018721948
28,Developmental Language Disorder,2011,1580601.535,0.008753073
28,Developmental Language Disorder,2012,1705514.852,0.009571582
28,Developmental Speech and Learning,2011,2437000.466,0.015155422
28,Developmental Speech and Learning,2012,2693487.164,0.028274233
28,Diabetes2,2011,1070201.825,0.005133444
28,Diabetes2,2012,1248518.352,0.005294669
28,Epilepsy and Epilepsy Complex,2011,715697.5881,0.002710493
28,Epilepsy and Epilepsy Complex,2012,747716.5195,0.002688622
28,Major Mental Health,2011,28458198.29,0.056734219
28,Major Mental Health,2012,38082870.26,0.059190112
28,Psoriasis,2011,1140423.545,0.010847632
28,Psoriasis,2012,1237244.13,0.013027573
28,Schizophrenia,2011,4743428.355,0.017139264
28,Schizophrenia,2012,8057400.308,0.017780014
28,Social Problems,2011,1084596.392,0.004942785
28,Social Problems,2012,1654824.734,0.005350953
28,Upper Respiratory Infectons,2011,51652296.47,0.470598508
28,Upper Respiratory Infectons,2012,56194323.57,0.498644351
29,Acute Bronchitis and Bronchiolitis,2011,18568796.1,0.106345117
29,Acute Bronchitis and Bronchiolitis,2012,18083354.46,0.1018027
29,Acute Respiratory Diagnoses - Moderate,2011,11753004.47,0.042964829
29,Acute Respiratory Diagnoses - Moderate,2012,11888784.95,0.040817227
29,Acute Skin Diagnoses,2011,23721521.96,0.096829022
29,Acute Skin Diagnoses,2012,25793248.82,0.102471149
29,Acute Stress and Anxiety,2011,5077197.366,0.017510198
